FID;ID_Indicat;Nom_Indica;Departamen;Departam_1;Municipaly;Municipali;Categoria_;Categoria1;Aglomeraci;Función_S;Shape__Area;Shape__Length
198;12It12;Rurality level;25;Cundinamarca;25779;Susa;Intermedio;intermedio;Fuera SC;Fuera SC;100961351.5;49413.44152
199;12It12;Rurality level;25;Cundinamarca;25817;Tocancipá;Ciudades y aglomeraciones;Aglomeración Bogotá;A-Bogotá;En aglomeración;82147435.36;41158.83739
200;12It12;Rurality level;25;Cundinamarca;25777;Supatá;Rural Disperso;Rural;Fuera SC;Fuera SC;125535199.7;46876.53897
201;12It12;Rurality level;25;Cundinamarca;25815;Tocaima;Intermedio;intermedio;Fuera SC;Fuera SC;249995097.8;93921.85462
202;12It12;Rurality level;25;Cundinamarca;25772;Suesca;Intermedio;intermedio;Fuera SC;Fuera SC;173568387.8;80360.17837
203;12It12;Rurality level;25;Cundinamarca;25807;Tibirita;Rural;Rural;Fuera SC;Fuera SC;54286850.63;31344.10143
204;12It12;Rurality level;25;Cundinamarca;25862;Vergara;Rural;Rural Disperso;Fuera SC;Fuera SC;153156379.1;55442.42594
205;12It12;Rurality level;25;Cundinamarca;25867;Vianí;Intermedio;intermedio;Fuera SC;Fuera SC;68630092.41;43939.14929
206;12It12;Rurality level;25;Cundinamarca;25871;Villagómez;Rural Disperso;Rural;Fuera SC;Fuera SC;57872589.1;39409.03193
207;12It12;Rurality level;25;Cundinamarca;25873;Villapinzón;Intermedio;intermedio;Fuera SC;Fuera SC;231178079.3;77365.17084
208;12It12;Rurality level;25;Cundinamarca;25875;Villeta;Intermedio;intermedio;Fuera SC;Fuera SC;143895113;48957.03121
209;12It12;Rurality level;25;Cundinamarca;25878;Viotá;Intermedio;intermedio;Fuera SC;Fuera SC;201561915.2;63437.78378
210;12It12;Rurality level;25;Cundinamarca;25769;Subachoque;Intermedio;intermedio;Fuera SC;Fuera SC;217269509.4;67078.40461
211;12It12;Rurality level;25;Cundinamarca;25805;Tibacuy;Rural;Rural;Fuera SC;Fuera SC;84141497.11;42802.08351
212;12It12;Rurality level;25;Cundinamarca;25851;Útica;Intermedio;Rural;Fuera SC;Fuera SC;94123155.96;45124.44762
213;12It12;Rurality level;25;Cundinamarca;25899;Zipaquirá;Ciudades y aglomeraciones;Aglomeración Bogotá;A-Bogotá;En aglomeración;197067229.2;75925.48382
214;12It12;Rurality level;25;Cundinamarca;25758;Sopó;Ciudades y aglomeraciones;Aglomeración Bogotá;A-Bogotá;En aglomeración;114106062.8;49598.02858
215;12It12;Rurality level;25;Cundinamarca;25799;Tenjo;Intermedio;intermedio;Fuera SC;Fuera SC;115320704.3;51436.19436
216;12It12;Rurality level;25;Cundinamarca;25845;Une;Rural;Rural;Fuera SC;Fuera SC;212692846.8;82342.65425
217;12It12;Rurality level;25;Cundinamarca;25898;Zipacón;Intermedio;Rural;Fuera SC;Fuera SC;54784394.52;32980.26151
218;12It12;Rurality level;25;Cundinamarca;25797;Tena;Intermedio;intermedio;Fuera SC;Fuera SC;55829192.03;35370.98403
219;12It12;Rurality level;25;Cundinamarca;25843;Villa de San Diego de Ubate;Intermedio;intermedio;Fuera SC;Fuera SC;108518174.7;40796.02625
220;12It12;Rurality level;25;Cundinamarca;25885;Yacopí;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;971054790.4;164999.8826
221;12It12;Rurality level;25;Cundinamarca;25312;Granada;Intermedio;intermedio;Fuera SC;Fuera SC;63514617.01;34119.58395
222;12It12;Rurality level;25;Cundinamarca;25307;Girardot;Ciudades y aglomeraciones;Nodo;A-Girardot;Centro aglomeración - Nodo;130514798.7;57970.54265
223;12It12;Rurality level;25;Cundinamarca;25299;Gama;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;105855080.1;43998.51
224;12It12;Rurality level;25;Cundinamarca;25297;Gachetá;Rural;Rural;Fuera SC;Fuera SC;259876982.8;71807.48925
225;12It12;Rurality level;25;Cundinamarca;25295;Gachancipá;Ciudades y aglomeraciones;Aglomeración Bogotá;A-Bogotá;En aglomeración;41684335.12;25903.80313
226;12It12;Rurality level;25;Cundinamarca;25293;Gachala;Rural;Rural;Fuera SC;Fuera SC;390677922.3;109736.2682
227;12It12;Rurality level;25;Cundinamarca;25290;Fusagasugá;Ciudades y aglomeraciones;Función Subregional;SA-Otros SC;Uninodal;195952674;96175.02363
228;12It12;Rurality level;25;Cundinamarca;25288;Fúquene;Rural;Rural;Fuera SC;Fuera SC;72862651.38;39343.10507
229;12It12;Rurality level;25;Cundinamarca;25320;Guaduas;Rural;Rural;Fuera SC;Fuera SC;784717890.2;152898.2013
230;12It12;Rurality level;25;Cundinamarca;25322;Guasca;Rural;Rural;Fuera SC;Fuera SC;370165747.7;84085.92757
231;12It12;Rurality level;25;Cundinamarca;25324;Guataquí;Rural;Rural;Fuera SC;Fuera SC;87716559.96;50074.585
232;12It12;Rurality level;25;Cundinamarca;25326;Guatavita;Rural Disperso;Aglomeración Bogotá;A-Bogotá;En aglomeración;252901234.9;69681.17718
233;12It12;Rurality level;25;Cundinamarca;25328;Guayabal de Siquima;Rural;Rural;Fuera SC;Fuera SC;56246555.8;35001.53665
234;12It12;Rurality level;25;Cundinamarca;25335;Guayabetal;Rural;Rural;Fuera SC;Fuera SC;220855038.3;81465.12977
235;12It12;Rurality level;25;Cundinamarca;25339;Gutiérrez;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;451324246.5;109734.7691
236;12It12;Rurality level;25;Cundinamarca;25368;Jerusalén;Rural Disperso;Rural;Fuera SC;Fuera SC;218387247.4;63156.96053
237;12It12;Rurality level;25;Cundinamarca;25317;Guachetá;Intermedio;intermedio;Fuera SC;Fuera SC;164160737.2;56003.2139
238;12It12;Rurality level;25;Cundinamarca;25372;Junín;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;354244824.2;99957.68775
239;12It12;Rurality level;25;Cundinamarca;25377;La Calera;Ciudades y aglomeraciones;Aglomeración Bogotá;A-Bogotá;En aglomeración;326580740.2;93651.15575
240;12It12;Rurality level;25;Cundinamarca;25386;La Mesa;Intermedio;intermedio;Fuera SC;Fuera SC;149806599.9;54672.01777
241;12It12;Rurality level;25;Cundinamarca;25394;La Palma;Intermedio;Rural;Fuera SC;Fuera SC;200505793.7;73238.17119
242;12It12;Rurality level;25;Cundinamarca;25398;La Peña;Rural;Rural Disperso;Fuera SC;Fuera SC;127910065.2;51330.42975
243;12It12;Rurality level;25;Cundinamarca;25402;La Vega;Intermedio;intermedio;Fuera SC;Fuera SC;157770093.3;60297.55981
244;12It12;Rurality level;25;Cundinamarca;25407;Lenguazaque;Rural;Rural;Fuera SC;Fuera SC;160656217.2;56775.40213
245;12It12;Rurality level;25;Cundinamarca;25426;Macheta;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;235845892.7;69121.53952
246;12It12;Rurality level;25;Cundinamarca;25430;Madrid;Ciudades y aglomeraciones;Aglomeración Bogotá;A-Bogotá;En aglomeración;121813700.8;57812.6535
247;12It12;Rurality level;25;Cundinamarca;25436;Manta;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;108852679.7;48371.07838
248;12It12;Rurality level;25;Cundinamarca;25438;Medina;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;1206238802;144916.1048
249;12It12;Rurality level;25;Cundinamarca;25473;Mosquera;Ciudades y aglomeraciones;Aglomeración Bogotá;A-Bogotá;En aglomeración;105025752.3;50880.35125
250;12It12;Rurality level;11;Bogotá, D.C.;11001;Bogotá, D.C.;Ciudades y aglomeraciones;Nodo;A-Bogotá;Centro aglomeración;1649052591;332885.7594
251;12It12;Rurality level;15;Boyacá;15001;Tunja;Ciudades y aglomeraciones;Nodo;A-Tunja;Centro aglomeración;116854653;51942.33735
252;12It12;Rurality level;15;Boyacá;15022;Almeida;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;58814673.2;34439.8847
253;12It12;Rurality level;15;Boyacá;15047;Aquitania;Rural;Rural;Fuera SC;Fuera SC;967775470.6;174507.2901
254;12It12;Rurality level;15;Boyacá;15051;Arcabuco;Rural;Rural;Fuera SC;Fuera SC;130941494.6;60217.5971
255;12It12;Rurality level;15;Boyacá;15087;Belén;Intermedio;Rural;Fuera SC;Fuera SC;167453311.1;59219.17866
256;12It12;Rurality level;15;Boyacá;15090;Berbeo;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;55421178.29;43471.36328
257;12It12;Rurality level;15;Boyacá;15092;Betéitiva;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;106012177.8;44696.77123
258;12It12;Rurality level;15;Boyacá;15097;Boavita;Rural;Rural;Fuera SC;Fuera SC;143103317.5;62032.54419
259;12It12;Rurality level;15;Boyacá;15104;Boyacá;Rural;intermedio;Fuera SC;Fuera SC;45471273.27;29683.08515
260;12It12;Rurality level;15;Boyacá;15106;Briceño;Rural;Rural Disperso;Fuera SC;Fuera SC;60365028.57;37380.82744
261;12It12;Rurality level;15;Boyacá;15109;Buenavista;Rural;Rural Disperso;Fuera SC;Fuera SC;113888129;43785.5226
262;12It12;Rurality level;15;Boyacá;15114;Busbanzá;Rural;Aglomeración Sogamoso;A-Sogamoso;En aglomeración;26451537.81;19787.06917
263;12It12;Rurality level;15;Boyacá;15131;Caldas;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;81037695.21;36021.72853
264;12It12;Rurality level;15;Boyacá;15135;Campohermoso;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;304305215.5;82470.00481
265;12It12;Rurality level;15;Boyacá;15162;Cerinza;Intermedio;Aglomeración Duitama;A-Duitama;En aglomeración;63415730.37;32458.64676
266;12It12;Rurality level;15;Boyacá;15172;Chinavita;Rural;Rural;Fuera SC;Fuera SC;134060980.4;51066.47211
267;12It12;Rurality level;15;Boyacá;15176;Chiquinquirá;Intermedio;intermedio;Fuera SC;Fuera SC;170442352.9;75259.85783
268;12It12;Rurality level;15;Boyacá;15183;Chita;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;691907112.8;135286.0013
269;12It12;Rurality level;15;Boyacá;15185;Chitaraque;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;160065699.6;54355.67166
270;12It12;Rurality level;15;Boyacá;15187;Chivatá;Intermedio;Aglomeracion Tunja;A-Tunja;En aglomeración;47177716.55;36931.77807
271;12It12;Rurality level;15;Boyacá;15189;Ciénega;Rural;Rural;Fuera SC;Fuera SC;55234488.25;37305.41341
272;12It12;Rurality level;15;Boyacá;15204;Cómbita;Rural;Aglomeracion Tunja;A-Tunja;En aglomeración;147184270.5;63558.13588
273;12It12;Rurality level;15;Boyacá;15212;Coper;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;152411289.6;58306.76136
274;12It12;Rurality level;15;Boyacá;15215;Corrales;Rural;Aglomeración Sogamoso;A-Sogamoso;En aglomeración;61461995.76;37627.53593
275;12It12;Rurality level;15;Boyacá;15377;Labranzagrande;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;595523876.9;123550.1851
276;12It12;Rurality level;15;Boyacá;15380;La Capilla;Rural;Rural;Fuera SC;Fuera SC;59706336.5;29745.95655
277;12It12;Rurality level;15;Boyacá;15401;La Victoria;Rural;Rural;Fuera SC;Fuera SC;23616558.96;22306.1079
278;12It12;Rurality level;15;Boyacá;15403;La Uvita;Rural;Rural;Fuera SC;Fuera SC;165465717.2;59559.96986
279;12It12;Rurality level;15;Boyacá;15542;Pesca;Rural Disperso;Rural;Fuera SC;Fuera SC;258809446.5;83441.9065
280;12It12;Rurality level;15;Boyacá;15550;Pisba;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;469839076.8;98306.19931
281;12It12;Rurality level;15;Boyacá;15572;Puerto Boyacá;Intermedio;intermedio;Fuera SC;Fuera SC;1545780853;214583.8367
282;12It12;Rurality level;15;Boyacá;15580;Quípama;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;171389510.1;70924.7968
283;12It12;Rurality level;15;Boyacá;15755;Socotá;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;612530499.4;117185.233
284;12It12;Rurality level;15;Boyacá;15757;Socha;Rural;intermedio;Fuera SC;Fuera SC;156226521.6;54899.39688
285;12It12;Rurality level;15;Boyacá;15759;Sogamoso;Ciudades y aglomeraciones;Nodo;A-Sogamoso;Centro aglomeración;212844540;68952.53566
286;12It12;Rurality level;15;Boyacá;15761;Somondoco;Rural;Rural Disperso;Fuera SC;Fuera SC;59649373.31;34869.17347
287;12It12;Rurality level;15;Boyacá;15842;Umbita;Rural;Rural;Fuera SC;Fuera SC;144278329.7;52522.52317
288;12It12;Rurality level;15;Boyacá;15861;Ventaquemada;Intermedio;Rural;Fuera SC;Fuera SC;170478848;64429.1401
289;12It12;Rurality level;15;Boyacá;15879;Viracachá;Rural;Rural Disperso;Fuera SC;Fuera SC;59067706.93;33168.11859
290;12It12;Rurality level;15;Boyacá;15897;Zetaquira;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;259645756.1;87644.96421
291;12It12;Rurality level;15;Boyacá;15218;Covarachía;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;100547667.2;47731.15611
292;12It12;Rurality level;15;Boyacá;15224;Cucaita;Intermedio;intermedio;Fuera SC;Fuera SC;44979434.92;28185.87483
293;12It12;Rurality level;15;Boyacá;15226;Cuítiva;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;43325005.34;30239.24263
294;12It12;Rurality level;15;Boyacá;15232;Chíquiza;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;121078559.3;50253.75448
295;12It12;Rurality level;15;Boyacá;15236;Chivor;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;106982026.4;54033.55035
296;12It12;Rurality level;15;Boyacá;15238;Duitama;Ciudades y aglomeraciones;Nodo;A-Duitama;Centro aglomeración;233480806;88265.85893
297;12It12;Rurality level;15;Boyacá;15244;El Cocuy;Rural;Rural;Fuera SC;Fuera SC;242233381.2;68063.25801
298;12It12;Rurality level;15;Boyacá;15248;El Espino;Intermedio;Rural;Fuera SC;Fuera SC;69223346.51;33762.78682
299;12It12;Rurality level;15;Boyacá;15272;Firavitoba;Intermedio;Aglomeración Sogamoso;A-Sogamoso;En aglomeración;119212132.6;45789.26211
300;12It12;Rurality level;15;Boyacá;15276;Floresta;Rural;Rural;Fuera SC;Fuera SC;84695734.49;41273.34134
301;12It12;Rurality level;15;Boyacá;15293;Gachantivá;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;91647434.54;41800.64831
302;12It12;Rurality level;15;Boyacá;15296;Gameza;Rural;Rural Disperso;Fuera SC;Fuera SC;127675360.3;60661.27412
303;12It12;Rurality level;15;Boyacá;15299;Garagoa;Intermedio;intermedio;Fuera SC;Fuera SC;195252411;60453.09935
304;12It12;Rurality level;15;Boyacá;15317;Guacamayas;Rural Disperso;Rural;Fuera SC;Fuera SC;58669209.98;29627.10773
305;12It12;Rurality level;15;Boyacá;15322;Guateque;Intermedio;intermedio;Fuera SC;Fuera SC;33246252.57;27162.43586
306;12It12;Rurality level;15;Boyacá;15325;Guayatá;Rural;Rural;Fuera SC;Fuera SC;101695094.3;40783.54006
307;12It12;Rurality level;15;Boyacá;15362;Iza;Intermedio;Aglomeración Sogamoso;A-Sogamoso;En aglomeración;35036040.96;24017.52399
308;12It12;Rurality level;15;Boyacá;15367;Jenesano;Intermedio;intermedio;Fuera SC;Fuera SC;67024673.39;41151.14805
309;12It12;Rurality level;15;Boyacá;15368;Jericó;Rural Disperso;Rural;Fuera SC;Fuera SC;131614860.9;51697.03382
310;12It12;Rurality level;15;Boyacá;15407;Villa de Leyva;Intermedio;intermedio;Fuera SC;Fuera SC;131637563;55327.95784
311;12It12;Rurality level;15;Boyacá;15425;Macanal;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;205901890.5;65222.00498
312;12It12;Rurality level;15;Boyacá;15442;Maripí;Rural;Rural Disperso;Fuera SC;Fuera SC;167111463.6;58882.47673
313;12It12;Rurality level;15;Boyacá;15455;Miraflores;Rural;Rural;Fuera SC;Fuera SC;268160842.1;72921.93772
314;12It12;Rurality level;15;Boyacá;15464;Mongua;Rural;Rural;Fuera SC;Fuera SC;365340658.6;84630.22835
315;12It12;Rurality level;15;Boyacá;15466;Monguí;Intermedio;Aglomeración Sogamoso;A-Sogamoso;En aglomeración;68161791.77;32403.9554
316;12It12;Rurality level;15;Boyacá;15469;Moniquirá;Intermedio;intermedio;Fuera SC;Fuera SC;229564984.3;72827.04215
317;12It12;Rurality level;15;Boyacá;15476;Motavita;Intermedio;Aglomeracion Tunja;A-Tunja;En aglomeración;60913130.29;35337.80453
318;12It12;Rurality level;15;Boyacá;15480;Muzo;Intermedio;intermedio;Fuera SC;Fuera SC;137337481.9;59905.30106
319;12It12;Rurality level;15;Boyacá;15491;Nobsa;Intermedio;Aglomeración Sogamoso;A-Sogamoso;En aglomeración;55893744.15;31504.8088
320;12It12;Rurality level;15;Boyacá;15494;Nuevo Colón;Intermedio;Rural;Fuera SC;Fuera SC;47813143.89;34617.90826
321;12It12;Rurality level;15;Boyacá;15500;Oicatá;Rural Disperso;Aglomeracion Tunja;A-Tunja;En aglomeración;61807178.39;32514.28597
322;12It12;Rurality level;15;Boyacá;15507;Otanche;Rural;Rural;Fuera SC;Fuera SC;487525814.5;110342.9501
323;12It12;Rurality level;15;Boyacá;15511;Pachavita;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;64735037.61;34851.99888
324;12It12;Rurality level;15;Boyacá;15514;Páez;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;343428780.5;93344.60456
325;12It12;Rurality level;15;Boyacá;15516;Paipa;Intermedio;intermedio;Fuera SC;Fuera SC;314201820.8;100214.7638
326;12It12;Rurality level;15;Boyacá;15518;Pajarito;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;316263691.4;80956.9519
327;12It12;Rurality level;15;Boyacá;15522;Panqueba;Rural;Rural;Fuera SC;Fuera SC;40454253.54;31621.72808
328;12It12;Rurality level;15;Boyacá;15531;Pauna;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;249918597.2;82186.85256
329;12It12;Rurality level;15;Boyacá;15533;Paya;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;449198811.3;109148.5484
330;12It12;Rurality level;15;Boyacá;15537;Paz de Río;Rural;Rural;Fuera SC;Fuera SC;129503024;50244.79791
331;12It12;Rurality level;15;Boyacá;15599;Ramiriquí;Intermedio;intermedio;Fuera SC;Fuera SC;129191839.4;70916.79733
332;12It12;Rurality level;15;Boyacá;15600;Ráquira;Rural;Rural Disperso;Fuera SC;Fuera SC;229608909.8;65602.01334
333;12It12;Rurality level;15;Boyacá;15621;Rondón;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;204201506.3;64825.93692
334;12It12;Rurality level;15;Boyacá;15632;Saboyá;Rural Disperso;Rural;Fuera SC;Fuera SC;255375556.6;74031.32886
335;12It12;Rurality level;15;Boyacá;15638;Sáchica;Intermedio;intermedio;Fuera SC;Fuera SC;63428043.16;33547.48529
336;12It12;Rurality level;15;Boyacá;15646;Samacá;Intermedio;intermedio;Fuera SC;Fuera SC;166997790.7;62691.82959
337;12It12;Rurality level;15;Boyacá;15660;San Eduardo;Rural;Rural;Fuera SC;Fuera SC;111472392.5;44374.43308
338;12It12;Rurality level;15;Boyacá;15664;San José de Pare;Rural;Rural;Fuera SC;Fuera SC;75138615.9;34733.78635
339;12It12;Rurality level;15;Boyacá;15667;San Luis de Gaceno;Rural;Rural;Fuera SC;Fuera SC;470106035.1;107375.0038
340;12It12;Rurality level;15;Boyacá;15673;San Mateo;Rural;Rural;Fuera SC;Fuera SC;124247756.6;51645.82389
341;12It12;Rurality level;15;Boyacá;15676;San Miguel de Sema;Rural;Rural Disperso;Fuera SC;Fuera SC;93092854.47;43389.41679
342;12It12;Rurality level;15;Boyacá;15681;San Pablo de Borbur;Rural;Rural Disperso;Fuera SC;Fuera SC;194300709.7;54523.91614
343;12It12;Rurality level;15;Boyacá;15686;Santana;Intermedio;intermedio;Fuera SC;Fuera SC;68159645.97;31360.24409
344;12It12;Rurality level;15;Boyacá;15690;Santa María;Rural Disperso;Rural;Fuera SC;Fuera SC;321530424.5;96770.88554
345;12It12;Rurality level;15;Boyacá;15693;Santa Rosa de Viterbo;Intermedio;intermedio;Fuera SC;Fuera SC;121374157.1;69083.31045
346;12It12;Rurality level;15;Boyacá;15696;Santa Sofía;Rural Disperso;Rural;Fuera SC;Fuera SC;78103316.7;37116.68072
347;12It12;Rurality level;15;Boyacá;15720;Sativanorte;Rural Disperso;Rural;Fuera SC;Fuera SC;167840691;65130.31927
348;12It12;Rurality level;15;Boyacá;15723;Sativasur;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;51480773;43477.09864
349;12It12;Rurality level;15;Boyacá;15740;Siachoque;Rural;Rural;Fuera SC;Fuera SC;126051075.7;44969.74675
350;12It12;Rurality level;15;Boyacá;15753;Soatá;Intermedio;intermedio;Fuera SC;Fuera SC;132010312.9;48116.03793
351;12It12;Rurality level;15;Boyacá;15762;Sora;Rural;Rural;Fuera SC;Fuera SC;47291624.72;29537.00088
352;12It12;Rurality level;15;Boyacá;15763;Sotaquirá;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;285678130.5;77680.08069
353;12It12;Rurality level;15;Boyacá;15764;Soracá;Rural;intermedio;Fuera SC;Fuera SC;60426391.2;31620.56619
354;12It12;Rurality level;15;Boyacá;15774;Susacón;Rural;Rural Disperso;Fuera SC;Fuera SC;183881337.8;71196.64494
355;12It12;Rurality level;15;Boyacá;15776;Sutamarchán;Rural;intermedio;Fuera SC;Fuera SC;106892179.8;44753.10202
356;12It12;Rurality level;15;Boyacá;15778;Sutatenza;Intermedio;intermedio;Fuera SC;Fuera SC;41059142.93;29505.67538
357;12It12;Rurality level;15;Boyacá;15790;Tasco;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;206789553.9;77437.01947
358;12It12;Rurality level;15;Boyacá;15798;Tenza;Rural;Rural;Fuera SC;Fuera SC;47664807.85;31868.48593
359;12It12;Rurality level;15;Boyacá;15804;Tibaná;Rural;Rural;Fuera SC;Fuera SC;128633271.4;52048.77003
360;12It12;Rurality level;15;Boyacá;15806;Tibasosa;Intermedio;Aglomeración Sogamoso;A-Sogamoso;En aglomeración;92430128.07;45922.55751
361;12It12;Rurality level;15;Boyacá;15808;Tinjacá;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;82087591.67;37206.11346
362;12It12;Rurality level;15;Boyacá;15810;Tipacoque;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;72444263.64;37195.62889
363;12It12;Rurality level;15;Boyacá;15814;Toca;Intermedio;intermedio;Fuera SC;Fuera SC;170696974.3;52703.66664
364;12It12;Rurality level;15;Boyacá;15816;Togüí;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;106493230.3;45603.55608
365;12It12;Rurality level;15;Boyacá;15820;Tópaga;Intermedio;Aglomeración Sogamoso;A-Sogamoso;En aglomeración;36784020.57;25060.63608
366;12It12;Rurality level;15;Boyacá;15822;Tota;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;199982285.8;67196.91459
367;12It12;Rurality level;15;Boyacá;15832;Tununguá;Rural Disperso;Rural;Fuera SC;Fuera SC;32275968.14;22628.17391
368;12It12;Rurality level;15;Boyacá;15835;Turmequé;Intermedio;intermedio;Fuera SC;Fuera SC;76648627.74;38587.36571
369;12It12;Rurality level;15;Boyacá;15837;Tuta;Rural;Rural Disperso;Fuera SC;Fuera SC;169217000;59681.70278
370;12It12;Rurality level;15;Boyacá;15839;Tutazá;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;123588703.1;47423.26219
371;12It12;Rurality level;23;Córdoba;23001;Montería;Ciudades y aglomeraciones;Aglomeración;SA-Montería-Sincelejo;Uninodal;3230121406;265809.4341
372;12It12;Rurality level;23;Córdoba;23068;Ayapel;Intermedio;intermedio;Fuera SC;Fuera SC;2022687486;198953.8177
373;12It12;Rurality level;23;Córdoba;23079;Buenavista;Rural;Rural;Fuera SC;Fuera SC;849924883.5;140116.115
374;12It12;Rurality level;23;Córdoba;23090;Canalete;Rural;Rural Disperso;Fuera SC;Fuera SC;437141845;84035.82431
375;12It12;Rurality level;23;Córdoba;23162;Cereté;Intermedio;intermedio;Fuera SC;Fuera SC;300440827.1;112435.6769
376;12It12;Rurality level;23;Córdoba;23168;Chimá;Rural Disperso;Rural;Fuera SC;Fuera SC;335952906.2;80144.10286
377;12It12;Rurality level;23;Córdoba;23182;Chinú;Intermedio;intermedio;Fuera SC;Fuera SC;654654338.6;130288.3942
378;12It12;Rurality level;23;Córdoba;23189;Ciénaga de Oro;Intermedio;intermedio;Fuera SC;Fuera SC;651649024.6;139797.6848
379;12It12;Rurality level;23;Córdoba;23300;Cotorra;Intermedio;intermedio;Fuera SC;Fuera SC;91930356.17;46696.24733
380;12It12;Rurality level;23;Córdoba;23350;La Apartada;Intermedio;intermedio;Fuera SC;Fuera SC;286176743.3;82267.61978
381;12It12;Rurality level;23;Córdoba;23417;Lorica;Intermedio;intermedio;Fuera SC;Fuera SC;981654079;162803.3078
382;12It12;Rurality level;23;Córdoba;23419;Los Córdobas;Rural;Rural;Fuera SC;Fuera SC;373486994.1;108691.3768
383;12It12;Rurality level;23;Córdoba;23464;Momil;Intermedio;intermedio;Fuera SC;Fuera SC;165327176.7;57573.80016
384;12It12;Rurality level;23;Córdoba;23500;Moñitos;Intermedio;intermedio;Fuera SC;Fuera SC;203204242.5;72546.41498
385;12It12;Rurality level;23;Córdoba;23555;Planeta Rica;Intermedio;intermedio;Fuera SC;Fuera SC;1175959221;197746.7491
386;12It12;Rurality level;23;Córdoba;23570;Pueblo Nuevo;Rural;Rural Disperso;Fuera SC;Fuera SC;890538795.5;150425.7393
387;12It12;Rurality level;23;Córdoba;23574;Puerto Escondido;Rural;Rural;Fuera SC;Fuera SC;431034808;90376.19483
388;12It12;Rurality level;23;Córdoba;23586;Purísima;Intermedio;intermedio;Fuera SC;Fuera SC;121188663.7;62787.65382
389;12It12;Rurality level;23;Córdoba;23660;Sahagún;Intermedio;intermedio;Fuera SC;Fuera SC;982481538.5;160150.2934
390;12It12;Rurality level;23;Córdoba;23670;San Andrés Sotavento;Intermedio;intermedio;Fuera SC;Fuera SC;208467441.7;69750.29012
391;12It12;Rurality level;23;Córdoba;23672;San Antero;Intermedio;intermedio;Fuera SC;Fuera SC;212841499.3;64951.57605
392;12It12;Rurality level;23;Córdoba;23675;San Bernardo del Viento;Intermedio;intermedio;Fuera SC;Fuera SC;339458053.1;91202.20108
393;12It12;Rurality level;23;Córdoba;23678;San Carlos;Rural;Rural;Fuera SC;Fuera SC;459549493.3;104811.1278
394;12It12;Rurality level;23;Córdoba;23682;San José de Uré(1);Rural;Rural;Fuera SC;Fuera SC;540957650.7;131551.7168
395;12It12;Rurality level;23;Córdoba;23686;San Pelayo;Rural;intermedio;Fuera SC;Fuera SC;445244296.7;135174.3022
396;12It12;Rurality level;23;Córdoba;23815;Tuchín;Intermedio;intermedio;Fuera SC;Fuera SC;106661056.7;48319.79229
397;12It12;Rurality level;23;Córdoba;23855;Valencia;Rural;Rural;Fuera SC;Fuera SC;941553313.9;146007.0451
398;12It12;Rurality level;8;Atlántico;8001;Barranquilla;Ciudades y aglomeraciones;Nodo;A-Barranquilla;Centro aglomeración;157475191;72156.57614
399;12It12;Rurality level;8;Atlántico;8078;Baranoa;Ciudades y aglomeraciones;Aglomeración Barranquilla;A-Barranquilla;En aglomeración;124147503.2;55704.01987
400;12It12;Rurality level;8;Atlántico;8137;Campo de La Cruz;Intermedio;intermedio;Fuera SC;Fuera SC;106233637;56603.30301
